blue_cluster,0,1,2,3,4
0,0.521970705725699,0.518095238095238,0.49710312862108924,0.5251798561151079,0.5322245322245323
1,0.5007235890014472,0.531569173630455,0.5219454329774614,0.5225718194254446,0.50293542074364
2,0.4959785522788204,0.5184466019417475,0.5360169491525424,0.5306122448979592,0.5371024734982333
3,0.5021786492374728,0.5201520912547528,0.5039525691699605,0.4807692307692308,0.4752623688155922
4,0.5542857142857143,0.5267267267267267,0.50066401062417,0.5377358490566038,0.5424107142857143
